Date,Author,Content,URL,Rating,Language
2024-06-29,Maurice,"Excellent experience! We were already curious to come when getting your first star   We missed the boat, but it was to our delight. Remarkable table, dish of great finesse.  We will return with friends, fans of beautiful tables.",https://www.tripadvisor.com/ShowUserReviews-g3528948-d17727911-r957320516-L_auberge_De_Montmin-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html,5,en
2024-06-17,Tranberissimo,"A fantastic culinary experience, incredible precision and exceptional balance! Each dish brings its share of surprises, the service is incredibly fluid, the team is very warm and the atmosphere is just as warm. We can’t wait to come back and taste this cuisine again for another season! Thanks to Sandrine, Florian and the whole team for this unforgettable experience!",https://www.tripadvisor.com/ShowUserReviews-g3528948-d17727911-r955554455-L_auberge_De_Montmin-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html,5,en
2024-06-01,Julien T,"What an experience this dinner in this magnificent place.. A culinary discovery throughout the meal, which has nothing to envy of some 3-stars. Magical counter for assembling dishes in the room. Good luck to the whole team",https://www.tripadvisor.com/ShowUserReviews-g3528948-d17727911-r953312504-L_auberge_De_Montmin-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html,5,en
2024-05-11,OLIVIA L,"An outdoor lunch, discovery of the spring menu for an exceptional taste journey. Amazement from the first to the last minute. A delight for the taste buds in an enchanting setting. Thank you to the entire team for your smiles, your kindness, your kindness, your friendliness, your support throughout this beautiful journey, and of course your professionalism. We will come back to discover the other seasons. See you soon! And thank you again for this delicious moment.",https://www.tripadvisor.com/ShowUserReviews-g3528948-d17727911-r950424866-L_auberge_De_Montmin-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html,5,en
2024-03-27,ciouperkotik,"two-star restaurant which deserves them without question. Price related. What more can be said ? unique menu selected by the chef, with no possibility of choice. But we don't regret it. Creative but hearty cuisine. Great memory.",https://www.tripadvisor.com/ShowUserReviews-g3528948-d17727911-r944184975-L_auberge_De_Montmin-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html,5,en
2024-03-02,Michele984,"Simply MAGICAL experience. We were invited by our children for my husband's birthday and everything was perfect. Magnificent setting, dishes and friendly and exceptional service through the presentation and explanation of the dishes by the owner. Ditto for the wines by a very competent young woman. The quality, the chef's culinary ideas are unique and delicious. A real joy with all these discoveries. A big thank you to the whole team for this unforgettable memory. Michèle and Heinz Bannwart Meyrin Geneva",https://www.tripadvisor.com/ShowUserReviews-g3528948-d17727911-r940568005-L_auberge_De_Montmin-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html,5,en
2023-12-28,Axel d,"We went to the Montmin hostel when it didn't have any stars. It was the most beautiful culinary discovery possible. I was captivated by a tomato tart even though it is very far from my usual tastes. And the rest was at the same level. We have returned several times, always with the fear of disappointment. And it was the opposite, a renewed pleasure... Values, a terroir... The service is masterfully led by the chef's wife. Both relaxed and controlled. Let's summarize: it's my favorite restaurant.",https://www.tripadvisor.com/ShowUserReviews-g3528948-d17727911-r931317547-L_auberge_De_Montmin-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html,5,en
2023-12-17,Marjolaine,"Bravo, very nice experience in this place where we were very well received, warm and professional staff. The meal was very sophisticated, in terms of flavors, local products, presentation materials and the story told for each dish. Well done",https://www.tripadvisor.com/ShowUserReviews-g3528948-d17727911-r930034659-L_auberge_De_Montmin-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html,5,en
2023-12-04,gourmande25,"A magical place for magical and tasty cuisine.? a very warm welcome and attentive staff throughout the meal, we never tire from dish to dish, everything is very, very good. thank you to our children for this gift. Congratulations to Sandrine and Florian for their professionalism.  ",https://www.tripadvisor.com/ShowUserReviews-g3528948-d17727911-r928399732-L_auberge_De_Montmin-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html,5,en
2023-11-26,Aurore,A wonderful evening in a perfect setting! The team was smiling and warm. The fall meal was an explosion of flavor!  Thank you for this moment and see you soon!,https://www.tripadvisor.com/ShowUserReviews-g3528948-d17727911-r927515550-L_auberge_De_Montmin-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html,5,en
2023-11-14,Pharma T,Exceptional fall meal ⭐️ Exceptional service ⭐️ Exceptional wine and sommelier formula ⭐️ Three stars 🌟 🌟🌟 exceptional See you soon to discover winter.. Van Mullem family.,https://www.tripadvisor.com/ShowUserReviews-g3528948-d17727911-r925879466-L_auberge_De_Montmin-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html,5,en
2023-11-13,Natha0266,"A wonderful evening with friends enhanced by the location, the finesse and creativity of the cuisine, and the attentive quality of the service. The best table we have discovered in a very long time. We already want to come back! Just one (microscopic) suggestion, to accompany this perfect seasonal menu composed by the chef: offer a printed menu to guests? To prolong the moment and keep the memory...",https://www.tripadvisor.com/ShowUserReviews-g3528948-d17727911-r925818535-L_auberge_De_Montmin-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html,5,en
2023-11-11,titizen,"A warm and intimate setting, a friendly and professional welcome down to the smallest detail with the chef's wife who beams when she presents the dishes to us. A palette of colors and flavors that make it a great moment of emotion. A sharing concept that further increases the pleasure. Everything is just right and perfect.",https://www.tripadvisor.com/ShowUserReviews-g3528948-d17727911-r925575164-L_auberge_De_Montmin-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html,5,en
2023-09-13,Jean G,"A culinary journey off the beaten track... Eyes full, taste buds excited, all 5 senses exhilarated.",https://www.tripadvisor.com/ShowUserReviews-g3528948-d17727911-r916395289-L_auberge_De_Montmin-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html,5,en
2023-08-24,biloulou,"2nd visit to Sandrine and Florian in the meantime a 2nd star has come to reward the culinary talent of the young chef, it is perfectly logical. the little Montmin chalet has grown in size and the room has gained in elegance. for the rest the preceding opinions are eloquent and it is difficult to add more. Florian's culinary mastery has further progressed and his unique menu is a true symphony that Sandrine accompanies with talent and enthusiasm. So a festival. The only downside at the end of the meal is that Florian could come and greet his guests instead of devoting himself to a single table of privileged people...  https://fr.tripadvisor.be/ShowUserReviews-g3528948-d17727911-r910593647-L_Auberge_de_Montmin-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html#",https://www.tripadvisor.com/ShowUserReviews-g3528948-d17727911-r912565069-L_auberge_De_Montmin-Montmin_Haute_Savoie_Auvergne_Rhone_Alpes.html,5,en
2024-10-20,Lorenzo S,"It’s a WOW!!! The ambience, the service and the food were exceptional. Having gone to many many restaurants around the world, Pearl Morissette is truly a gem. It’s must to those who appreciate the art of cuisine, and service.",https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r974670043-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,5,en
2024-10-14,Susan in Toronto,Beautiful room on the second floor of a barn like structure.  The meal was excellent - we did the wine pairing as well which was very generous.  While the experience was excellent we will likely not return - did not feel it was worth the money we paid and we would have appreciated more local Ontario items on the menu.    We were provided with a menu at the end but it would have been better to have it at the beginning so you could refer to it as you were eating - the servers explained each meal but by the time they left the table we had forgotten most of the ingredients.  And the $6 charge for tea left a bad taste given what we had paid for the meal - surely the restaurant can afford to absorb that.,https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r973893130-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,5,en
2024-10-05,cctyu68,"With weather still unseasonably warm and comfortable, it is nice to take advantage and venture outside of the normal GTA core for an occasional chowdown or two. For me, PM is the only trusted out-of-town, fine dining establishment featuring a tasting menu option that is within reasonable driving distance from home. Most of all, their offering reflects the quintessential in ‘ farm-to-table’ dining, incorporating a total culinary package that is always consistent, assuring and exceptional…..and now the trademark of a double Michelin Red and Green stars recipient!  It has been almost a year since I last drove out to PM and savored the wonderful and ever-changing creative cuisine of PM’s ‘ dynamic duo chefs ‘ - Daniel Hadida and Eric Robertson…….not to mention visiting their flocks of free range chicken and ducks, grass fed cattles and the impressive vegetable and herb garden!  For the past three decades, due to the close proximity of our birthdays, my brother-in-law and I had been holding regular annual, husband-only, joint birthday bashes at different venues all over Ontario and Quebec. Fine dining establishments with tasting menus and wine pairing offerings were our preferred venue options. This year, meeting our primary criteria with ease, we decided to pay PM a long overdue re-visit! Our luncheon culinary experience started off with a walk around the restaurant complex, a close encounter with some free-run ‘ Silken Chicken ‘ and a sampling of Chardonnay grapes from the 2024 harvest! Very ripe and sweet! IMHO, it could be a very good vintage year!  As in the past, after climbing the challenging ‘32 steps‘ flight of stairs to the spectacular upper level dining room, we were welcomed warmly by both chefs, outside of the open-kitchen. This time, with added significance, since we are shaking hands with Michelin star chefs!  In light of growing health and safety concerns, we have decided to pass on the wine pairing option. In lieu of, we both settled for a glass of their house-special Champagne plus a glass of their very aromatic, 2019 ‘ Irreverance ‘ ( Orange Riesling, Chardonnay & Gewurztraminer ). The creative dishes of our 12-course ‘Omakase’ tasting menu were visually impressive and relishing. The masterful menu was well thought of and conceived, featuring a balanced and diverse offering of dishes with a focus on seafood and pasture raised fowls and animals. Most dishes feature major components with complex and multidimensional taste profiles, augmented with an interesting array of vegetable sides. The ‘ too beautiful to disturb and eat ‘ artful plating elevated to an even higher level than before. Again, some never before seen or tasted, uncommon ‘organic‘ ingredients adorned our plates ( eg., local ‘Golden’ Strawberries, ‘Autumn’ Petit Pois! )……the advantage of owning a herb/vegetable garden and close proximity to local farms! To reflect their recipient of the Green Star, I was told by the chefs, ALL ingredients used from now on, especially the vegetables, will be organically grown either in-house or locally. The protein, local, organic, wild or free run!  Coupled with impeccable, warm and friendly front-of-house service and care, our near perfect meal was once again foodie and praise worthy. My ONLY very minor and superficial criticism pertains to the slight ‘overhanded‘ use of salt in the delectable sauces of a few dishes….the Lobster, the Cod and the Duck. No big deal! Part of living in an imperfect world!!  Looking forward to returning for the Fall menu!",https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r972722789-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,5,en
2024-10-01,XFLYHALF,"Incredible dining experience! The farm to table, local sourced menu was wonderful, and the wine pairings pushed the meal off the charts. Informed and attentive staff explained each course and pairing in detail. We enjoyed a quick look around the kitchen and then took an informative, fascinating and thoroughly enjoyable tour of the gardens. We were encouraged to smell and taste many of the amazing herbs, spices and vegetables that are served in the restaurant. An outstanding dining experience that cannot be recommended highly enough. A ""must do!""",https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r972209093-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,5,en
2024-05-20,Lori K,"While the food was beautifully prepared and delicious-  the only reason you will not leave hungry will be the 4th course of giant pieces of homemade bread and butter!  Without that, you will likely need to stop and grab a snack:) 1 oz of pork with 2 tiny onions does not a main course make! Was the pork delicious? You bet.  Was the restaurant lovely- absolutely.   I firmly believe you can do Michelin star food without being overly pretentious though.- passing off teeny tiny portions for crazy money and a three month wait list…  One and done!",https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r951652589-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,3,en
2024-01-20,mismanagement,"Very tasteful looking restaurant, although could not see the outside as we dined during a winter snow storm. Service as would be expected excellent, attentive, very knowledgeable staff, professional yet friendly and relaxed. Happy to talk at the table with confidence. Dishes were presented by both chefs and servers, i love to see the kitchen involved in the service, all showed pride and excitement with their food.  Worth noting no full bar only a limited range of certain spirits... no mixers. However you go to PM for the food, ranked in Top 5 restaurants in Canada so I had high expectations and as Jools had visited in Summer last year and been blown away, I was expecting something special. Did i get it?? Sorry, not quite. Yes there were 3 or 4 real stand out dishes of the 10 course tasting menu, but it just did not live up to the hype. Was it due to it being winter and the seasonal produce available?  Look, experience was still very good, just not great. Stand outs... Bision Tartare, wow, melt in the mouth, lovely flavor. Nubian Goat, tender, strong flavor. Rasberry Sobet in Meringue, gapow!! Intense flavor, crispy meringue.  But then course 10, a ""Babka"", a nice Babka but what was it doing at the end of the meal, too heavy, poor menu planning, I'd have left it as a nine course tasting menu.  I'll try again in the summer and hope for a more balanced ""seasonal"" menu.",https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r934813646-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,4,en
2023-10-08,dale t,"Pre covid we use to frequent this restaurant, it was very good back then! Advance forward to present day!  Rated in the top 100 restaurants in Canada the last couple of years, however did they pull that off with the meal we were served!?? Drunk food critiques? Paid off food critiques?? From start to finish we had excellent service! Provided you could hear them or understand them explaining the dishes they served you. A 10 course meal, I had my friend all hyped up about this new restaurant for her to try……unfortunately I felt embarrassed for bring her there for an evening that was suppose to be a magical food experience but still was an expensive comedy relief for us to enjoy each others company and guess which one of the servers cooked the dish that was being served to us! For it certainly could not possibly been a chef!  Possible a chef with a head cold because there was very little flavour in anything! The pork dish served was so tough you had a hard time cutting it and then chew chew chew …. A dish served with “Hogget” what is Hogget you may ask? It is a lamb that is to be between 12-18 months old….my guess it was old enough to vote! It was so tough you could not cut it, and then it came down to chew and swallow , or chew and spit out! A dish with Geoduck in it ….unfortunately mine had a bit of grit in it, probably sand….flash back of sand box at preschool …. There was not one dish that you would say OMG that was incredible! Although I did get my friend to say it by asking her to close her eyes when tasting one of the sauces and said picture campbells cream of mushroom soup, to which she replied OMG the chef must be standing back laughing his ass off at all these people eating this campbells soup! To which we both burst out laughing. Thank goodness we could laugh because at a price tag of $492 for the two of us , with no alcohol …we needed some humor for the wasted evening! If you could live on sour dough bread you will make out fine! The bread was the best part of the meal, and had most of the flavour!  Although there was one dish with habanero pepper it was nice to have one kick ass flavour!",https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r920358681-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,2,en
2023-10-07,Rita L,Our experience today was amazing! All the food was beautifully presented and delicious. The wine pairing was perfect and the service is second to none; absolutely the best! ,https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r920261583-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,5,en
2023-08-06,torontotraveller939,Dining at RPM was a unique experience.  The restaurant is housed in what appears to be a barn in the middle of a farm in the wine district of Ontario. The interior has been transformed into a sleek and modern restaurant with views over the farm.  We were served a ten course prix fixe tasting menu which was simply spectacular in terms of taste and presentation with each course carefully explained by the outstanding staff. All of the courses were sourced from their own and neighbouring farms. RPM is very close to a major highway and can easily be accessed. It was truly a remarkable experience and well worth the drive.,https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r908263252-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,5,en
2023-07-28,59canadian,"Amazing service, an absolute delight.  The menu was  varied and exquisitly presented.  The flavours amazing and portions, although small were more than satifsying.  We can't wait to visit again in the fall/winter.  The staff is expertly trained, you get many servers and all provide excellent service.  Wine parings are a must.  This is not inexpensive , products are top quality and tastes are out of this world!  Congratulations to all the staff, a job perfectly done!",https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r906315439-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,5,en
2023-06-07,kameezel,"I wanted to be blown away by this experience and was not. It was very, very good, but not great, and definitely not spectacular. The food was tasty, beautifully presented, and appropriately priced for what it was but nothing made me think omg, this is the best thing ever. When we do a tasting menu like this, I expect at least one of those moments. there was also a missed opportunity for an amuse bouche and final dinner sweet with the bill which is pretty standard for meals like this, in my experience. The service was wonderfully friendly, but not stellar -- towards the end of the meal we had three sets of empty wine glasses on the table which wasn't terrible, but not expected for a venue of this quality and reputation.  I have to comment on the wine pairings because I tried to get some advance info on them from reviews and wasn't very successful. If money is no object, by all means it was interesting and I'm sure we tasted some things we'd not find elsewhere. But 6 2oz glasses of wine which were tasty and well matched, but not exceptional, for $135 is nuts. We didn't look at the regular wine menu because this was a special occasion and we'd decided in advance to do the pairings,  so I can't say what wine by the glass (or even bottle) cost, but my recommendation would be to have a look at the wine menu and get the sommelier to suggest 2 or 3 glasses to match the menu. The space itself is lovely and spacious, and having service included in the prices is a really nice touch. Again, there was absolutely nothing wrong with the experience -- it was a lovely night out, and I have no regrets, but it was not a life changing meal, and I've had those for a similar or lower price. I hope this is helpful for anyone who is waffling about making a reservation or choosing to go with the wine pairings.",https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r893930315-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,4,en
2023-04-07,Niagarax,Nice restaurant with excellent service. They were extra careful about my daughter's allergies and did a superb job working around it.The ambiance too was fantastic!,https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r885252153-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,5,en
2023-03-26,Tom D,"Absolutely fabulous 10 course dinner, paired with their own wine, also excellent. Service was excellent, meal was not rushed and every dish was so tasty. My wife and I thoroughly loved it",https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r883707821-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,5,en
2023-03-13,FunFoodFinder,"Anyone who dines here has done their homework and know what to expect. RPM is exactly what you think it will be, and more.  Take the time, make the reservation and enjoy food at its finest. Local fair brought to a level normally not experienced. Will definitely return in the Summer to experience more from Chefs Hadida and Robertson.  Telling you what we had will not help, as by the time you go it will have changed. But, I assure you, whatever you have will be worth the drive.  I will recommend the juice pairing ( for the driver) great experience.  Enjoy",https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r882074758-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,5,en
2023-01-28,DGW,"Pearl Morissette is located 2nd floor. It has a nice ambiance, with tables nicely spaced. The service was impecable with every member of the staff being knowledage and attentive, without being """"hovering"". We had the 10 course sampler, and each couple shared a wine pairing. Having the 10 course sampler meant you tried dishes what you may not normally order. An example was the Sea Urchin, which was a favourite.   Similarly with the wine, you got to try some Italian white wines which we did not knew existed. Not cheap, but wirththe money for the experience.",https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r876620279-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,5,en
2022-12-30,Erin F,"That was the finest meal I have had in a very, very long time. The goat was absolutely delicious. The service outstanding",https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r873372795-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,5,en
2022-12-11,ElaineTO,What an outstanding evening- from beginning to end.  Brilliant service and warm inviting staff.   Knowledgeable server Jenna was superb and welcoming all evening.  She assisted with wine choices and went out of her way to ensure the evening was a success.    Food was exciting and each course brought new and complex flavours. Kudos!  A big thank you to the entire team!,https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r871417421-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,5,en
2022-12-11,Marta B,"We visited in September and it was lovely. We really enjoy the food and different kind of experience. They don’t have menu. Food is seasonal, small portions , very testy and beautifully served. We had 11th small dishes from starters to deserts with wine pairing. We really enjoyed it .",https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r871403622-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,5,en
2022-10-29,lovetoshop2015,"I had the pleasure of having lunch at Pearl Morissette today and it was an extraordinary culinary adventure.  The food was creative with explosions of unexpected flavour, beautifully presented and delivered by dedicated staff who had their eye on detail and a positive guest experience.  The setting in the tent was quirky and fun and reminded you of where your food came from.  Add in the glorious fall day in Niagara, and you could not ask for anything more!  I highly recommend this dining experience for anyone planning a visit to Niagara.  You will leave sated, content and with a smile on your face.",https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r866454874-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,5,en
2022-10-27,travellingdining,"This is Pearl Morissette's last month outdoors under their tent and we were glad to have experienced it. Prepared for a chilly evening, we found the tent to be pleasantly warm (even without the available blankets) and very inviting. What was greenery spreading over the ceiling in summer, is now delicately dried and brown--but it suits the fall weather and candlelit atmosphere.  Servers and staff are well-trained and attentive, pleasant and very accommodating. Due to an allergy at our table (they asked at time of booking), the kitchen had prepared special dishes without certain ingredients (eggs & milk). In one case, the altered dish was better than the original!  That said, all the food was terrific-- imaginative, complementary flavour combinations created using as much local product as possible, including many ingredients grown on the farm surrounding the restaurant. Even with ingredients like sablefish (aka black cod) which can sometimes have an overwhelming taste, the fusion of flavours was excellent.  The wine list is extensive, although we opted for the wine pairing. Our sommelier was well-versed and interested in giving us the best experience possible. She even changed up one pairing to something she thought we would better enjoy, based on our comments as dinner went on. Over all, this was a beautiful evening and one we greatly enjoyed.",https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r866192281-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,5,en
2022-10-22,PurpleS,"How is this place so well reviewed?! The food was mediocre, some dishes good, some just bad - but nothing mins blowing. The ambiance and atmosphere was not there, and the service from the various 9-10 people who came to our table was inconsistent and weird. The price point is very high and you may as well pit stop for pizza on your way home because it is not a filling 9 course. There are much better restaurants to spend $250$+ per person. Also the bathrooms are literally outside in a trailer. Elevated porta potties.",https://www.tripadvisor.com/ShowUserReviews-g562672-d13168199-r865490668-Restaurant_Pearl_Morissette-Jordan_Station_Lincoln_Ontario.html,2,en
